"path","title_len","desc_len","has_canonical","has_og","has_twitter","has_jsonld","has_robots","has_h1","internal_links","issues"
"discovery/fiction/books-about-whales.html","42","99","True","True","True","True","True","True","14",""
"discovery/fiction/books-exploring-identity-culture-human-e.html","61","125","True","True","True","True","True","True","14",""
"discovery/fiction/books-like-the-martian-cosmic-adventures.html","52","135","True","True","True","True","True","True","14",""
"discovery/fiction/books-that-explore-obsessive-behavior-ad.html","53","150","True","True","True","True","True","True","14",""
"discovery/fiction/books-to-inspire-utopian-thinking-and-so.html","58","112","True","True","True","True","True","True","14",""
"discovery/fiction/books-with-secret-or-hidden-truths.html","51","104","True","True","True","True","True","True","14",""
"discovery/fiction/classic-speculative-fiction-books-inspir.html","46","136","True","True","True","True","True","True","14",""
"discovery/fiction/crawling-through-catastrophe-9-dark-fant.html","40","126","True","True","True","True","True","True","14",""
"discovery/fiction/diverse-contemporary-fiction.html","51","125","True","True","True","True","True","True","14",""
"discovery/fiction/dystopian-and-speculative-fiction-books.html","53","157","True","True","True","True","True","True","14",""
"discovery/fiction/dystopian-fiction-12-books-that-explore-.html","17","106","True","True","True","True","True","True","14","title-len"
"discovery/fiction/dystopian-novels-that-predicted-our-futu.html","59","122","True","True","True","True","True","True","14",""
"discovery/fiction/epic-classical-literature.html","40","97","True","True","True","True","True","True","14",""
"discovery/fiction/explore-the-world-of-murderbot-with-thes.html","53","141","True","True","True","True","True","True","14",""
"discovery/fiction/fantasy-and-historical-fiction-discovery.html","55","109","True","True","True","True","True","True","14",""
"discovery/fiction/fantasy-and-science-fiction-to-read-this.html","43","136","True","True","True","True","True","True","14",""
"discovery/fiction/fantasy-novels-with-dark-academia-settin.html","48","139","True","True","True","True","True","True","14",""
"discovery/fiction/historical-fiction-vintage-inspired-nove.html","42","123","True","True","True","True","True","True","14",""
"discovery/fiction/index.html","50","112","True","True","True","True","True","True","10",""
"discovery/fiction/magical-realism-and-folklore-in-contempo.html","51","128","True","True","True","True","True","True","14",""
"discovery/fiction/magical-realism-folklore-in-fantasy-nove.html","57","126","True","True","True","True","True","True","14",""
"discovery/fiction/mathematical-concepts-explained-through-.html","64","170","True","True","True","True","True","True","14","desc-len"
"discovery/fiction/mind-bending-science-fiction-books.html","37","102","True","True","True","True","True","True","14",""
"discovery/fiction/mysterious-psychological-and-thought-pro.html","49","94","True","True","True","True","True","True","14",""
"discovery/fiction/oprah-s-book-club-picks-fiction-non-fict.html","56","115","True","True","True","True","True","True","14",""
"discovery/fiction/romance-novels-for-fans-of-you-ve-got-ma.html","80","145","True","True","True","True","True","True","14","title-len"
"discovery/fiction/sarah-j-maas-s-complete-fantasy-series-i.html","44","149","True","True","True","True","True","True","14",""
"discovery/fiction/sexy-sports-romance-novels-by-elle-kenne.html","34","129","True","True","True","True","True","True","14",""
"discovery/fiction/supernatural-paranormal-and-horror-books.html","64","119","True","True","True","True","True","True","14",""
"discovery/fiction/thrilling-true-crime-mystery-books.html","52","94","True","True","True","True","True","True","14",""
"discovery/fiction/timeless-classic-novels-you-must-read.html","26","131","True","True","True","True","True","True","14","title-len"
"discovery/fiction/timeless-works-of-realistic-fiction.html","32","132","True","True","True","True","True","True","14",""
"discovery/fiction/top-10-sports-romance-novels-by-rachel-r.html","46","135","True","True","True","True","True","True","14",""
"discovery/fiction/unseen-insights-from-unpublished-diaries.html","39","137","True","True","True","True","True","True","14",""
"discovery/journeys/index.html","30","94","True","True","True","True","True","True","162",""
"discovery/journeys/if-you-loved/bird-guides-birding-accessories.html","60","144","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-a-marriage-at-sea-read-thes.html","58","131","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-a-queer-history-of-the-unit.html","36","155","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-abundance-read-these-uplift.html","47","113","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-adhd-is-awesome-read-these-.html","40","152","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-all-we-can-save-read-these-.html","67","100","True","True","True","True","True","True","16","title-len"
"discovery/journeys/if-you-loved/if-you-loved-american-midnight-read-thes.html","57","119","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-be-a-revolution-read-these-.html","55","103","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-becoming-earth-read-these-8.html","56","152","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-between-the-world-and-me-re.html","56","158","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-between-two-kingdoms-read-t.html","54","144","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-beyond-survival-read-these-.html","28","107","True","True","True","True","True","True","16","title-len"
"discovery/journeys/if-you-loved/if-you-loved-blood-betrayals-read-these-.html","61","157","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-braiding-sweetgrass-read-th.html","37","151","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-burn-the-haystack-read-thes.html","38","130","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-capital-read-these-9-provoc.html","50","157","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-caste-read-these-6-books.html","55","143","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-codependent-no-more-read-th.html","63","108","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-colorism-read-these-n-books.html","52","121","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-consumed-read-these-7-books.html","60","145","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-courage-can-save-us-read-th.html","48","167","True","True","True","True","True","True","16","desc-len"
"discovery/journeys/if-you-loved/if-you-loved-democracy-awakening-read-th.html","61","150","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-department-of-fate-read-the.html","56","130","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-detained-read-these-9-books.html","43","129","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-dopamine-nation-read-these-.html","41","136","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-fight-oligarchy-read-these-.html","45","109","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-genocide-bad-read-these-n-b.html","46","154","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-how-can-i-help-read-these-1.html","67","131","True","True","True","True","True","True","16","title-len"
"discovery/journeys/if-you-loved/if-you-loved-how-democracies-die-read-th.html","39","116","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-how-to-know-a-person-read-t.html","60","142","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-joyful-anyway-read-these-10.html","57","121","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-killing-the-black-body-read.html","62","162","True","True","True","True","True","True","16","desc-len"
"discovery/journeys/if-you-loved/if-you-loved-made-to-stick-read-these-9-.html","58","143","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-me-and-white-supremacy-read.html","57","157","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-more-everything-forever-rea.html","58","153","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-more-please-read-these-9-bo.html","57","93","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-my-mother-s-daughter-read-t.html","63","150","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-naming-nature-read-these-10.html","45","115","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-nasty-work-read-these-9-boo.html","60","133","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-notes-of-a-native-son-read-.html","62","159","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-notes-on-being-a-man-read-t.html","59","103","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-on-tyranny-read-these-6-boo.html","60","146","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-one-dark-window-read-these-.html","45","108","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-radical-acceptance-read-the.html","59","155","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-reese-s-book-club-pick-dais.html","67","140","True","True","True","True","True","True","16","title-len"
"discovery/journeys/if-you-loved/if-you-loved-remembering-jim-crow-read-t.html","57","148","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-royal-assassin-read-these.html","40","133","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-salvation-read-these-7-book.html","55","134","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-sapiens-read-these-9-books.html","53","109","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-simple-sabotage-field-manua.html","60","142","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-spain-my-way-read-these-9-b.html","48","124","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-tell-me-where-it-hurts-read.html","43","153","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-the-ai-con-read-these-n-boo.html","55","111","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-the-anti-ableist-manifesto-.html","37","88","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-the-apothecary-s-wife-read-.html","69","134","True","True","True","True","True","True","16","title-len"
"discovery/journeys/if-you-loved/if-you-loved-the-art-of-gathering-read-t.html","41","106","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-the-autistic-burnout-workbo.html","57","131","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-the-comfort-book-read-these.html","54","122","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-the-condemnation-of-blackne.html","44","132","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-the-defining-decade-read-th.html","57","113","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-the-internal-family-systems.html","46","158","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-the-irresistible-urge-to-fa.html","62","128","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-the-living-mountain-read-th.html","64","159","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-the-lost-book-of-lancelot-r.html","59","125","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-the-nap-ministry-s-rest-dec.html","61","151","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-the-new-menopause-read-thes.html","34","140","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-the-polysecure-workbook-rea.html","53","143","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-the-promise-of-america-read.html","43","132","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-the-story-of-more-read-thes.html","33","106","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-think-again-read-these-9-bo.html","44","151","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-transcendent-read-these-9-u.html","48","159","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-vanishing-treasures-read-th.html","56","117","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-what-my-bones-know-read-the.html","52","162","True","True","True","True","True","True","16","desc-len"
"discovery/journeys/if-you-loved/if-you-loved-what-we-don-t-talk-about-wh.html","52","154","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/if-you-loved-women-race-class-read-these.html","40","122","True","True","True","True","True","True","16",""
"discovery/journeys/if-you-loved/index.html","32","79","True","True","True","True","True","True","10",""
"discovery/journeys/where-to-start/index.html","34","81","True","True","True","True","True","True","10",""
"discovery/journeys/where-to-start/where-to-start-with-a-queer-history-of-t.html","54","146","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-abundance.html","47","123","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-adhd-books.html","40","142","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-ai-con.html","48","155","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-all-we-can-save.html","35","100","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-american-history.html","36","81","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-american-midnight.html","37","109","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-anti-ableist-and-ant.html","44","121","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-anti-racist-and-radi.html","63","141","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-becoming-earth.html","59","156","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-between-two-kingdoms.html","40","119","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-blood-betrayals.html","59","144","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-body-image-and-fat-a.html","49","156","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-braiding-sweetgrass.html","54","166","True","True","True","True","True","True","16","desc-len"
"discovery/journeys/where-to-start/where-to-start-with-capitalism.html","47","127","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-caste.html","37","93","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-chronic-pain-memoirs.html","58","123","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-codependent-no-more.html","47","147","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-colorism.html","56","148","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-comforting-reads.html","35","131","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-consumed.html","28","157","True","True","True","True","True","True","16","title-len"
"discovery/journeys/where-to-start/where-to-start-with-dark-fantasy.html","55","105","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-democracy-awakening.html","36","103","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-department-of-fate.html","38","122","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-detained.html","59","102","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-dopamine-nation.html","61","169","True","True","True","True","True","True","16","desc-len"
"discovery/journeys/where-to-start/where-to-start-with-dystopian-fiction.html","37","124","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-enemies-to-lovers-ro.html","50","103","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-fantasy-treasure-hun.html","42","126","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-fight-oligarchy.html","54","146","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-finding-joy-amid-suf.html","42","151","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-genocide-and-racism.html","60","164","True","True","True","True","True","True","16","desc-len"
"discovery/journeys/where-to-start/where-to-start-with-historical-mystery.html","38","64","True","True","True","True","True","True","16","desc-len"
"discovery/journeys/where-to-start/where-to-start-with-how-democracies-die.html","54","140","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-inspirational-books-.html","46","140","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-james-baldwin-s-note.html","54","153","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-killing-the-black-bo.html","57","139","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-made-to-stick.html","33","103","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-more-everything-fore.html","56","168","True","True","True","True","True","True","16","desc-len"
"discovery/journeys/where-to-start/where-to-start-with-mother-daughter-stor.html","59","163","True","True","True","True","True","True","16","desc-len"
"discovery/journeys/where-to-start/where-to-start-with-naming-nature.html","48","99","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-nautical-romances.html","44","151","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-notes-on-being-a-man.html","53","149","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-one-dark-window.html","53","121","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-radical-acceptance.html","62","121","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-radical-self-improve.html","57","153","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-reese-s-book-club-pi.html","53","117","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-remembering-jim-crow.html","40","131","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-rethinking-racism.html","55","125","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-royal-assassin.html","59","133","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-salvation.html","61","152","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-sapiens.html","46","154","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-self-help-and-person.html","54","154","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-self-improvement-and.html","56","115","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-sibley-birding.html","39","147","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-simple-sabotage-fiel.html","42","121","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-spain-my-way.html","32","115","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-ta-nehisi-coates.html","46","157","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-the-art-of-gathering.html","40","168","True","True","True","True","True","True","16","desc-len"
"discovery/journeys/where-to-start/where-to-start-with-the-autistic-burnout.html","56","145","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-the-condemnation-of-.html","53","165","True","True","True","True","True","True","16","desc-len"
"discovery/journeys/where-to-start/where-to-start-with-the-defining-decade.html","56","122","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-the-internal-family-.html","64","129","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-the-living-mountain.html","55","100","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-the-lost-book-of-lan.html","45","157","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-the-nap-ministry-s-r.html","53","158","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-the-new-menopause.html","56","122","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-the-polysecure-workb.html","45","119","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-the-story-of-more.html","37","157","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-think-again.html","56","154","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-timothy-snyder.html","51","123","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-transcendent.html","57","170","True","True","True","True","True","True","16","desc-len"
"discovery/journeys/where-to-start/where-to-start-with-trauma-and-healing-m.html","43","129","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-understanding-others.html","65","143","True","True","True","True","True","True","16",""
"discovery/journeys/where-to-start/where-to-start-with-women-race-class.html","48","125","True","True","True","True","True","True","16",""
"discovery/kids/10-essential-books-to-teach-kids-about-r.html","59","109","True","True","True","True","True","True","14",""
"discovery/kids/12-books-about-bears-worth-reading.html","47","143","True","True","True","True","True","True","14",""
"discovery/kids/12-books-about-empathy-and-understanding.html","39","80","True","True","True","True","True","True","14",""
"discovery/kids/12-books-celebrating-family-identity-and.html","57","139","True","True","True","True","True","True","14",""
"discovery/kids/12-books-that-celebrate-diverse-american.html","38","125","True","True","True","True","True","True","14",""
"discovery/kids/12-books-that-explore-the-challenges-of-.html","57","118","True","True","True","True","True","True","14",""
"discovery/kids/12-empowering-nonfiction-books-to-inspir.html","45","136","True","True","True","True","True","True","14",""
"discovery/kids/12-enchanting-fantasy-novels-for-middle-.html","40","128","True","True","True","True","True","True","14",""
"discovery/kids/12-enchanting-novels-and-graphic-novels-.html","33","117","True","True","True","True","True","True","14",""
"discovery/kids/12-graphic-novels-about-sibling-love-and.html","54","116","True","True","True","True","True","True","14",""
"discovery/kids/12-heartwarming-board-books-for-bedtime-.html","42","98","True","True","True","True","True","True","14",""
"discovery/kids/12-heartwarming-books-about-being-alone.html","49","77","True","True","True","True","True","True","14",""
"discovery/kids/12-incredible-fantasy-and-adventure-book.html","38","97","True","True","True","True","True","True","14",""
"discovery/kids/12-inspiring-diverse-picture-books-about.html","50","113","True","True","True","True","True","True","14",""
"discovery/kids/12-lively-picture-books-about-aquatic-ad.html","30","91","True","True","True","True","True","True","14",""
"discovery/kids/12-must-read-fantasy-novels-for-curious-.html","35","122","True","True","True","True","True","True","14",""
"discovery/kids/12-must-read-nonfiction-books-for-animal.html","57","96","True","True","True","True","True","True","14",""
"discovery/kids/12-must-read-nonfiction-books-for-curiou.html","46","109","True","True","True","True","True","True","14",""
"discovery/kids/12-unconventional-self-discovery-books-f.html","50","101","True","True","True","True","True","True","14",""
"discovery/kids/12-uplifting-books-to-help-young-readers.html","49","108","True","True","True","True","True","True","14",""
"discovery/kids/7-top-children-s-books-for-early-readers.html","56","100","True","True","True","True","True","True","14",""
"discovery/kids/best-books-about-racism-identity-for-mid.html","52","125","True","True","True","True","True","True","14",""
"discovery/kids/best-books-for-a-fun-and-inspirational-r.html","30","93","True","True","True","True","True","True","14",""
"discovery/kids/best-children-s-books-for-bedtime-storie.html","29","80","True","True","True","True","True","True","14","title-len"
"discovery/kids/best-construction-and-heavy-machinery-bo.html","57","97","True","True","True","True","True","True","14",""
"discovery/kids/best-fantasy-novels-for-middle-grade-rea.html","32","105","True","True","True","True","True","True","14",""
"discovery/kids/best-mystery-whodunit-books-for-young-re.html","47","120","True","True","True","True","True","True","14",""
"discovery/kids/best-nonfiction-books-about-soccer-for-k.html","50","118","True","True","True","True","True","True","14",""
"discovery/kids/best-sports-biographies-and-memoirs.html","43","119","True","True","True","True","True","True","14",""
"discovery/kids/books-about-fierce-animals-for-middle-gr.html","34","109","True","True","True","True","True","True","14",""
"discovery/kids/books-about-mythology-and-folklore.html","56","72","True","True","True","True","True","True","14",""
"discovery/kids/books-about-reluctant-heroes-in-fantasy-.html","33","132","True","True","True","True","True","True","14",""
"discovery/kids/books-celebrating-diversity-inclusion-di.html","42","97","True","True","True","True","True","True","14",""
"discovery/kids/books-celebrating-indigenous-environment.html","39","119","True","True","True","True","True","True","14",""
"discovery/kids/books-to-help-you-understand-and-connect.html","52","96","True","True","True","True","True","True","14",""
"discovery/kids/colorful-self-expression-empowerment-for.html","57","138","True","True","True","True","True","True","14",""
"discovery/kids/essential-young-adult-science-fiction-se.html","62","131","True","True","True","True","True","True","14",""
"discovery/kids/fantasy-and-adventure-books-for-kids-and.html","53","145","True","True","True","True","True","True","14",""
"discovery/kids/graphic-novels-for-young-readers-the-bes.html","37","130","True","True","True","True","True","True","14",""
"discovery/kids/heartwarming-stories-for-children-about-.html","63","103","True","True","True","True","True","True","14",""
